Date,Open,High,Low,Close
2016-01-15,1.0866,1.0987,1.0855,1.0917
2016-01-18,1.0918,1.0941,1.0869,1.0892
2016-01-19,1.0892,1.0941,1.0861,1.0909
2016-01-20,1.091,1.0977,1.0877,1.0891
2016-01-21,1.0893,1.0922,1.0779,1.0874
2016-01-22,1.0874,1.0879,1.079,1.0797
2016-01-25,1.0799,1.0858,1.0788,1.0849
2016-01-26,1.085,1.0875,1.0819,1.0871
2016-01-27,1.0871,1.0917,1.0851,1.0893
2016-01-28,1.0891,1.0969,1.0869,1.0939
2016-01-29,1.0938,1.0951,1.0812,1.0837
2016-02-01,1.0833,1.0915,1.0814,1.0888
2016-02-02,1.0892,1.0944,1.0886,1.0919
2016-02-03,1.0917,1.1146,1.0903,1.1104
2016-02-04,1.1104,1.124,1.107,1.1208
2016-02-05,1.1209,1.1246,1.111,1.1159
2016-02-08,1.1159,1.1218,1.1087,1.1198
2016-02-09,1.1197,1.1339,1.1163,1.1293
2016-02-10,1.1292,1.1311,1.1159,1.129
2016-02-11,1.1292,1.1378,1.1274,1.1324
2016-02-12,1.1328,1.1335,1.1215,1.126
2016-02-15,1.1251,1.1253,1.1127,1.1155
2016-02-16,1.1155,1.1196,1.1123,1.1144
2016-02-17,1.1143,1.118,1.1104,1.1128
2016-02-18,1.113,1.1153,1.1072,1.1107
2016-02-19,1.1107,1.114,1.1067,1.1134
2016-02-22,1.1128,1.1137,1.1003,1.1029
2016-02-23,1.1031,1.1055,1.0991,1.102
2016-02-24,1.1019,1.1047,1.0957,1.1013
2016-02-25,1.1014,1.1052,1.0987,1.1023
2016-02-26,1.102,1.1071,1.0913,1.0934
2016-02-29,1.0932,1.0964,1.0858,1.0873
2016-03-01,1.0873,1.0896,1.0835,1.0867
2016-03-02,1.0868,1.0881,1.0825,1.0868
2016-03-03,1.0867,1.0974,1.0853,1.0957
2016-03-04,1.0958,1.1045,1.0903,1.1004
2016-03-07,1.1008,1.1027,1.094,1.1014
2016-03-08,1.1014,1.1059,1.0992,1.1011
2016-03-09,1.1012,1.1037,1.0946,1.0999
2016-03-10,1.0998,1.1218,1.0821,1.1177
2016-03-11,1.1177,1.1212,1.1081,1.1153
2016-03-14,1.1151,1.1177,1.1076,1.1106
2016-03-15,1.11,1.1125,1.1071,1.1109
2016-03-16,1.111,1.1245,1.1058,1.1225
2016-03-17,1.1224,1.1344,1.1205,1.1319
2016-03-18,1.1319,1.1339,1.1257,1.127
2016-03-21,1.127,1.1286,1.1235,1.1241
2016-03-22,1.1245,1.1263,1.119,1.1217
2016-03-23,1.1218,1.1224,1.1158,1.1184
2016-03-24,1.1179,1.1188,1.1143,1.1174
2016-03-25,1.1176,1.1189,1.1153,1.1166
2016-03-28,1.1164,1.1221,1.1154,1.1196
2016-03-29,1.1198,1.1305,1.1168,1.1291
2016-03-30,1.129,1.1366,1.1281,1.1338
2016-03-31,1.1338,1.1413,1.1309,1.138
2016-04-01,1.138,1.1439,1.1334,1.1387
2016-04-04,1.1393,1.1414,1.1357,1.1392
2016-04-05,1.1389,1.1406,1.1336,1.1384
2016-04-06,1.1384,1.1434,1.1327,1.1399
2016-04-07,1.1398,1.1455,1.1337,1.1377
2016-04-08,1.1379,1.1421,1.135,1.1401
2016-04-11,1.1407,1.1448,1.1373,1.1408
2016-04-12,1.1408,1.1466,1.1347,1.1386
2016-04-13,1.1385,1.1393,1.1266,1.1274
2016-04-14,1.1274,1.1296,1.1234,1.1268
2016-04-15,1.1271,1.132,1.1246,1.1283
2016-04-18,1.1297,1.1334,1.1274,1.1314
2016-04-19,1.1314,1.1387,1.1302,1.1358
2016-04-20,1.1356,1.1388,1.1288,1.1297
2016-04-21,1.1297,1.1396,1.1272,1.1288
2016-04-22,1.129,1.1311,1.122,1.1233
2016-04-25,1.1231,1.128,1.1216,1.1266
2016-04-26,1.1265,1.1338,1.1254,1.1298
2016-04-27,1.1298,1.1364,1.1274,1.1321
2016-04-28,1.132,1.137,1.1296,1.1353
2016-04-29,1.1354,1.1461,1.1335,1.1456
2016-05-02,1.1447,1.1539,1.1446,1.1532
2016-05-03,1.1533,1.1616,1.1495,1.1497
2016-05-04,1.1496,1.153,1.1467,1.1487
2016-05-05,1.1486,1.1496,1.1385,1.1405
2016-05-06,1.1408,1.1479,1.1387,1.1405
2016-05-09,1.1401,1.1422,1.1375,1.1383
2016-05-10,1.1385,1.1413,1.1361,1.1372
2016-05-11,1.1373,1.1448,1.1368,1.1427
2016-05-12,1.1426,1.1434,1.1368,1.1377
2016-05-13,1.1378,1.1383,1.1284,1.1308
2016-05-16,1.1311,1.1346,1.1302,1.132
2016-05-17,1.1321,1.135,1.1303,1.1314
2016-05-18,1.1313,1.1327,1.1212,1.1217
2016-05-19,1.1216,1.123,1.1179,1.1203
2016-05-20,1.1204,1.1239,1.1194,1.1224
2016-05-23,1.1218,1.1246,1.1187,1.1219
2016-05-24,1.1219,1.1228,1.113,1.1141
2016-05-25,1.1141,1.1169,1.1128,1.1155
2016-05-26,1.1154,1.1218,1.1144,1.1194
2016-05-27,1.1193,1.1201,1.1107,1.1115
2016-05-30,1.1117,1.1149,1.1098,1.1147
2016-05-31,1.1138,1.1176,1.1123,1.1132
2016-06-01,1.1133,1.1198,1.1114,1.1188
2016-06-02,1.1189,1.1221,1.1142,1.1151
2016-06-03,1.1152,1.1377,1.1136,1.1367
2016-06-06,1.1353,1.1395,1.1328,1.1355
2016-06-07,1.1355,1.1382,1.1338,1.1358
2016-06-08,1.1358,1.1412,1.1349,1.1394
2016-06-09,1.1399,1.1417,1.1305,1.1316
2016-06-10,1.1317,1.1329,1.1245,1.1251
2016-06-13,1.1253,1.1304,1.1233,1.1292
2016-06-14,1.1293,1.1304,1.1188,1.1208
2016-06-15,1.1205,1.1299,1.119,1.1259
2016-06-16,1.126,1.1298,1.1132,1.1226
2016-06-17,1.1226,1.1299,1.1221,1.1277
2016-06-20,1.1285,1.1386,1.1284,1.1314
2016-06-21,1.1312,1.1351,1.1241,1.1242
2016-06-22,1.1242,1.1339,1.1236,1.1297
2016-06-23,1.1298,1.1424,1.1296,1.1389
2016-06-24,1.1392,1.1434,1.0911,1.1117
2016-06-27,1.1072,1.1087,1.0972,1.1026
2016-06-28,1.1025,1.1111,1.1008,1.1067
2016-06-29,1.1065,1.1131,1.1048,1.1125
2016-06-30,1.1124,1.1157,1.1023,1.1105
2016-07-01,1.1104,1.1169,1.107,1.1136
2016-07-04,1.1142,1.1166,1.1097,1.1156
2016-07-05,1.1154,1.1184,1.1059,1.1076
2016-07-06,1.1075,1.1111,1.1029,1.1099
2016-07-07,1.1101,1.1113,1.1053,1.1063
2016-07-08,1.1063,1.1115,1.1002,1.1054
2016-07-11,1.1052,1.1076,1.1016,1.1058
2016-07-12,1.1058,1.1128,1.1051,1.1059
2016-07-13,1.1061,1.1121,1.1043,1.109
2016-07-14,1.1089,1.1166,1.1085,1.112
2016-07-15,1.1118,1.115,1.1023,1.1036
2016-07-18,1.1043,1.1086,1.1038,1.1074
2016-07-19,1.1073,1.1086,1.0999,1.1022
2016-07-20,1.102,1.1032,1.0981,1.1015
2016-07-21,1.1013,1.106,1.0981,1.1025
2016-07-22,1.103,1.1043,1.0954,1.0976
2016-07-25,1.0972,1.1002,1.0954,1.0994
2016-07-26,1.0997,1.1031,1.0978,1.0987
2016-07-27,1.0986,1.1068,1.0963,1.1058
2016-07-28,1.1058,1.1119,1.1048,1.1075
2016-07-29,1.1079,1.12,1.1071,1.1174
2016-08-01,1.1177,1.1187,1.1157,1.1162
2016-08-02,1.1162,1.1235,1.1155,1.1227
2016-08-03,1.1224,1.1233,1.1139,1.1149
2016-08-04,1.1149,1.1158,1.1114,1.113
2016-08-05,1.1128,1.1162,1.1044,1.1086
2016-08-08,1.1088,1.1107,1.1073,1.1092
2016-08-09,1.109,1.1125,1.107,1.1119
2016-08-10,1.1117,1.1193,1.1103,1.1176
2016-08-11,1.1175,1.1194,1.1133,1.1137
2016-08-12,1.1139,1.1224,1.113,1.1161
2016-08-15,1.1162,1.1203,1.1153,1.1184
2016-08-16,1.1182,1.1324,1.1175,1.1278
2016-08-17,1.1279,1.1317,1.1241,1.1288
2016-08-18,1.1293,1.1367,1.1283,1.1354
2016-08-19,1.1351,1.1363,1.1303,1.1326
2016-08-22,1.1306,1.1334,1.1273,1.1319
2016-08-23,1.1321,1.1357,1.1302,1.1306
2016-08-24,1.1305,1.1315,1.1244,1.1263
2016-08-25,1.1266,1.1301,1.1258,1.1283
2016-08-26,1.1284,1.1343,1.118,1.1198
2016-08-29,1.1192,1.1208,1.1157,1.1189
2016-08-30,1.1189,1.1198,1.113,1.1143
2016-08-31,1.1143,1.1167,1.1123,1.1158
2016-09-01,1.1157,1.1207,1.1128,1.1198
2016-09-02,1.1197,1.1254,1.1151,1.1156
2016-09-05,1.1153,1.1185,1.114,1.1147
2016-09-06,1.1147,1.1267,1.114,1.1256
2016-09-07,1.1255,1.1271,1.1228,1.1239
2016-09-08,1.124,1.1329,1.1234,1.1261
2016-09-09,1.1262,1.1288,1.12,1.1233
2016-09-12,1.1232,1.1269,1.1211,1.1234
2016-09-13,1.1236,1.1262,1.1203,1.122
2016-09-14,1.1216,1.1274,1.1208,1.125
2016-09-15,1.1249,1.1286,1.122,1.1244
2016-09-16,1.1244,1.1256,1.1147,1.1155
2016-09-19,1.1161,1.1198,1.1147,1.1174
2016-09-20,1.1178,1.1216,1.1147,1.1155
2016-09-21,1.1152,1.12,1.1123,1.1189
2016-09-22,1.1193,1.1258,1.1181,1.1208
2016-09-23,1.1209,1.1244,1.1195,1.1226
2016-09-26,1.1221,1.1279,1.122,1.1254
2016-09-27,1.1253,1.1262,1.119,1.1215
2016-09-28,1.1214,1.1238,1.1181,1.1216
2016-09-29,1.1217,1.1251,1.1197,1.1223
2016-09-30,1.1225,1.1253,1.1153,1.1241
2016-10-03,1.1235,1.1245,1.1205,1.1211
2016-10-04,1.121,1.124,1.1138,1.1204
2016-10-05,1.1206,1.1237,1.1191,1.1206
2016-10-06,1.1205,1.1214,1.1139,1.1151
2016-10-07,1.1151,1.1207,1.1103,1.1201
2016-10-10,1.1196,1.1202,1.1128,1.1138
2016-10-11,1.1136,1.1144,1.1047,1.1054
2016-10-12,1.1053,1.1072,1.1003,1.1008
2016-10-13,1.1004,1.1058,1.0983,1.1056
2016-10-14,1.1056,1.1062,1.0968,1.0971
2016-10-17,1.0975,1.1011,1.0965,1.0999
2016-10-18,1.1,1.1029,1.097,1.0981
2016-10-19,1.0981,1.1006,1.0955,1.0974
2016-10-20,1.0974,1.1041,1.0916,1.093
2016-10-21,1.0929,1.0933,1.0859,1.0884
2016-10-24,1.0879,1.0903,1.0861,1.0883
2016-10-25,1.0882,1.0906,1.085,1.0888
2016-10-26,1.0889,1.0947,1.0872,1.0909
2016-10-27,1.0909,1.0945,1.0884,1.0897
2016-10-28,1.0899,1.0995,1.0893,1.0987
2016-10-31,1.0986,1.0994,1.0936,1.0981
2016-11-01,1.0981,1.1071,1.0958,1.1056
2016-11-02,1.1056,1.1126,1.1051,1.1097
2016-11-03,1.1098,1.1128,1.1059,1.1105
2016-11-04,1.1105,1.1146,1.108,1.1138
2016-11-07,1.1137,1.1139,1.1029,1.104
2016-11-08,1.1042,1.107,1.1008,1.1026
2016-11-09,1.1023,1.13,1.0903,1.0909
2016-11-10,1.0911,1.0958,1.0866,1.0893
2016-11-11,1.0897,1.0929,1.0833,1.0856
2016-11-14,1.085,1.0852,1.0709,1.0737
2016-11-15,1.0736,1.0817,1.0711,1.0722
2016-11-16,1.0724,1.0764,1.0667,1.069
2016-11-17,1.069,1.0746,1.0617,1.0626
2016-11-18,1.0625,1.0645,1.057,1.0588
2016-11-21,1.0583,1.0652,1.0579,1.0629
2016-11-22,1.0627,1.066,1.0583,1.0626
2016-11-23,1.0629,1.0646,1.0526,1.056
2016-11-24,1.0554,1.0587,1.0517,1.0554
2016-11-25,1.0551,1.0631,1.0538,1.0587
2016-11-28,1.0595,1.0686,1.0563,1.0615
2016-11-29,1.0615,1.0657,1.0565,1.065
2016-11-30,1.0649,1.0669,1.0554,1.0588
2016-12-01,1.059,1.067,1.0584,1.0662
2016-12-02,1.0663,1.0692,1.0625,1.0673
2016-12-05,1.0674,1.0798,1.0505,1.0764
2016-12-06,1.0764,1.0787,1.0698,1.0719
2016-12-07,1.0721,1.077,1.0709,1.0753
2016-12-08,1.0753,1.0873,1.0596,1.0615
2016-12-09,1.0618,1.0632,1.0531,1.0562
2016-12-12,1.0551,1.0652,1.0524,1.0635
2016-12-13,1.0635,1.0668,1.0603,1.0627
2016-12-14,1.0627,1.0671,1.0495,1.0537
2016-12-15,1.0536,1.0544,1.0366,1.0414
2016-12-16,1.0419,1.0477,1.0402,1.0451
2016-12-19,1.0442,1.048,1.0391,1.0402
2016-12-20,1.0405,1.0419,1.0352,1.0387
2016-12-21,1.0389,1.0452,1.0381,1.0425
2016-12-22,1.0423,1.0501,1.0421,1.0437
2016-12-23,1.0438,1.0469,1.0427,1.0457
2016-12-26,1.0454,1.0473,1.0439,1.0456
2016-12-27,1.0453,1.0465,1.0431,1.0457
2016-12-28,1.0459,1.0484,1.0373,1.0412
2016-12-29,1.0417,1.0494,1.0406,1.0492
2016-12-30,1.0492,1.0654,1.0482,1.0516
2017-01-02,1.0532,1.0534,1.0448,1.0459
2017-01-03,1.0455,1.0492,1.0341,1.0406
2017-01-04,1.0405,1.0501,1.0389,1.0488
2017-01-05,1.0493,1.0619,1.0482,1.0607
2017-01-06,1.0606,1.0624,1.0523,1.0533
2017-01-09,1.0539,1.0584,1.051,1.0574
2017-01-10,1.0573,1.0628,1.0551,1.0554
2017-01-11,1.0556,1.0624,1.0454,1.0582
2017-01-12,1.0583,1.0687,1.0573,1.0613
2017-01-13,1.0612,1.0674,1.0598,1.0644
2017-01-16,1.0618,1.0638,1.058,1.0603
2017-01-17,1.06,1.072,1.0595,1.0713
2017-01-18,1.0713,1.0715,1.0625,1.0631
2017-01-19,1.0629,1.0677,1.0588,1.0664
2017-01-20,1.0667,1.0713,1.0627,1.0703
2017-01-23,1.0687,1.0773,1.0686,1.0765
2017-01-24,1.0763,1.0775,1.0718,1.0731
2017-01-25,1.0734,1.0773,1.0713,1.0748
2017-01-26,1.0746,1.0767,1.0657,1.0682
2017-01-27,1.0685,1.0729,1.0661,1.0699
2017-01-30,1.0692,1.0743,1.062,1.0695
2017-01-31,1.0695,1.0814,1.0684,1.0798
2017-02-01,1.0798,1.081,1.0731,1.0769
2017-02-02,1.0766,1.0829,1.0753,1.0758
2017-02-03,1.0759,1.08,1.0714,1.0784
2017-02-06,1.0781,1.0801,1.0703,1.075
2017-02-07,1.075,1.0751,1.0654,1.0681
2017-02-08,1.0682,1.0715,1.064,1.0699
2017-02-09,1.0699,1.0711,1.065,1.0656
2017-02-10,1.0658,1.067,1.0609,1.0641
2017-02-13,1.0633,1.0659,1.0591,1.0598
2017-02-14,1.0596,1.0633,1.056,1.0577
2017-02-15,1.0577,1.0611,1.0523,1.0601
2017-02-16,1.06,1.0682,1.0588,1.0674
2017-02-17,1.0675,1.0679,1.0605,1.0614
2017-02-20,1.0618,1.0637,1.0606,1.0614
2017-02-21,1.0611,1.0618,1.0526,1.0537
2017-02-22,1.0534,1.0574,1.0493,1.0556
2017-02-23,1.0558,1.0598,1.0539,1.0581
2017-02-24,1.0583,1.062,1.0557,1.0563
2017-02-27,1.0562,1.0633,1.0551,1.0587
2017-02-28,1.0587,1.0632,1.057,1.0577
2017-03-01,1.0574,1.0589,1.0514,1.0547
2017-03-02,1.0547,1.0551,1.0492,1.0507
2017-03-03,1.0508,1.0626,1.0502,1.0623
2017-03-06,1.0617,1.0644,1.0575,1.0581
2017-03-07,1.0583,1.0603,1.0557,1.0566
2017-03-08,1.0566,1.0576,1.0535,1.0541
2017-03-09,1.0541,1.0617,1.0525,1.0577
2017-03-10,1.0577,1.0702,1.0572,1.0672
2017-03-13,1.0671,1.0715,1.065,1.0654
2017-03-14,1.0655,1.0664,1.0599,1.0604
2017-03-15,1.0605,1.0743,1.0604,1.0735
2017-03-16,1.0734,1.0772,1.0706,1.0766
2017-03-17,1.0765,1.0784,1.0728,1.0738
2017-03-20,1.074,1.0779,1.0725,1.0739
2017-03-21,1.074,1.0822,1.072,1.0811
2017-03-22,1.081,1.0827,1.0776,1.0797
2017-03-23,1.0797,1.0807,1.0769,1.0783
2017-03-24,1.0784,1.082,1.0761,1.0799
2017-03-27,1.0797,1.0905,1.0795,1.0865
2017-03-28,1.0864,1.0873,1.0797,1.0813
2017-03-29,1.0811,1.0827,1.0739,1.0767
2017-03-30,1.0766,1.0772,1.0671,1.0675
2017-03-31,1.0675,1.0705,1.0652,1.0652
2017-04-03,1.0661,1.0684,1.0644,1.0671
2017-04-04,1.0669,1.0678,1.0635,1.0673
2017-04-05,1.0672,1.069,1.0633,1.0663
2017-04-06,1.0663,1.0686,1.0629,1.0644
2017-04-07,1.0644,1.0668,1.058,1.059
2017-04-10,1.0593,1.0609,1.0571,1.0596
2017-04-11,1.0595,1.0631,1.0577,1.0602
2017-04-12,1.0606,1.0677,1.0589,1.0666
2017-04-13,1.0664,1.0679,1.0609,1.0614
2017-04-14,1.0615,1.0633,1.0606,1.0612
2017-04-17,1.0615,1.0673,1.0604,1.0644
2017-04-18,1.0644,1.0737,1.0636,1.0734
2017-04-19,1.073,1.0738,1.07,1.0711
2017-04-20,1.0711,1.078,1.0709,1.0717
2017-04-21,1.0719,1.0739,1.0682,1.0728
2017-04-24,1.089,1.0936,1.0819,1.0867
2017-04-25,1.0868,1.0951,1.0851,1.0926
2017-04-26,1.0924,1.0951,1.0856,1.0903
2017-04-27,1.0903,1.0933,1.0851,1.0873
2017-04-28,1.0877,1.0949,1.0857,1.0897
2017-05-01,1.0906,1.0924,1.0883,1.0899
2017-05-02,1.0901,1.0936,1.0889,1.093
2017-05-03,1.093,1.0939,1.0883,1.0885
2017-05-04,1.0884,1.0987,1.0873,1.0985
2017-05-05,1.0991,1.1003,1.0951,1.0998
2017-05-08,1.0998,1.1024,1.0917,1.0924
2017-05-09,1.0924,1.0934,1.0863,1.0873
2017-05-10,1.0874,1.09,1.0853,1.0868
2017-05-11,1.0869,1.0894,1.0838,1.0861
2017-05-12,1.0863,1.0937,1.0857,1.0931
2017-05-15,1.0926,1.0991,1.0922,1.0975
2017-05-16,1.0976,1.1098,1.0972,1.1082
2017-05-17,1.1083,1.1163,1.1079,1.1159
2017-05-18,1.116,1.1173,1.1075,1.1103
2017-05-19,1.1103,1.1214,1.1097,1.1207
2017-05-22,1.1202,1.1265,1.1162,1.1238
2017-05-23,1.1237,1.1269,1.1174,1.1183
2017-05-24,1.1184,1.1222,1.1169,1.1219
2017-05-25,1.1218,1.1252,1.1193,1.121
2017-05-26,1.1211,1.1235,1.1159,1.1183
2017-05-29,1.1178,1.1191,1.116,1.1166
2017-05-30,1.1166,1.1208,1.1111,1.1185
2017-05-31,1.1187,1.1254,1.1166,1.1244
2017-06-01,1.1242,1.1258,1.1203,1.1213
2017-06-02,1.1213,1.1287,1.1205,1.1282
2017-06-05,1.1279,1.1286,1.1235,1.1254
2017-06-06,1.1254,1.1286,1.124,1.1277
2017-06-07,1.1277,1.1284,1.1205,1.1257
2017-06-08,1.1257,1.127,1.1195,1.1214
2017-06-09,1.1216,1.124,1.1168,1.1195
2017-06-12,1.1196,1.1235,1.1193,1.1203
2017-06-13,1.1204,1.1225,1.1185,1.1216
2017-06-14,1.121,1.1296,1.1191,1.1218
2017-06-15,1.1219,1.1231,1.1132,1.1145
2017-06-16,1.1143,1.1202,1.1138,1.1197
2017-06-19,1.1199,1.1214,1.1141,1.1149
2017-06-20,1.1147,1.1166,1.1117,1.1134
2017-06-21,1.1133,1.1171,1.1128,1.1168
2017-06-22,1.1168,1.1179,1.114,1.1153
2017-06-23,1.1152,1.1211,1.1145,1.1194
2017-06-26,1.1202,1.1222,1.1173,1.1182
2017-06-27,1.1183,1.1351,1.1178,1.1339
2017-06-28,1.1339,1.1392,1.1292,1.1378
2017-06-29,1.1376,1.1446,1.1373,1.1441
2017-06-30,1.1442,1.1448,1.1393,1.1426
2017-07-03,1.1422,1.1431,1.1357,1.1364
2017-07-04,1.1366,1.138,1.1338,1.1345
2017-07-05,1.1345,1.1369,1.1312,1.1353
2017-07-06,1.1351,1.1425,1.1329,1.1423
2017-07-07,1.1423,1.144,1.1379,1.1401
2017-07-10,1.1391,1.1418,1.1381,1.14
2017-07-11,1.1399,1.1481,1.1383,1.1467
2017-07-12,1.1467,1.1491,1.1392,1.1412
2017-07-13,1.1413,1.1459,1.1373,1.1399
2017-07-14,1.14,1.1473,1.1392,1.1469
2017-07-17,1.1463,1.1488,1.1433,1.1479
2017-07-18,1.1479,1.1585,1.1473,1.1555
2017-07-19,1.1553,1.1559,1.1509,1.1515
2017-07-20,1.1513,1.1657,1.1479,1.1631
2017-07-21,1.1634,1.1684,1.162,1.1663
2017-07-24,1.1662,1.1688,1.1628,1.1642
2017-07-25,1.1639,1.1713,1.1631,1.1652
2017-07-26,1.1648,1.1741,1.1613,1.1734
2017-07-27,1.1734,1.1777,1.1649,1.1677
2017-07-28,1.1677,1.1765,1.1671,1.1752
2017-07-31,1.1737,1.1847,1.1723,1.1842
2017-08-01,1.1841,1.1846,1.1784,1.1801
2017-08-02,1.1802,1.1911,1.1794,1.1856
2017-08-03,1.1856,1.1894,1.1831,1.187
2017-08-04,1.1871,1.1893,1.1731,1.1772
2017-08-07,1.1768,1.1816,1.1768,1.1795
2017-08-08,1.1794,1.1825,1.1714,1.175
2017-08-09,1.1752,1.1765,1.1689,1.1759
2017-08-10,1.1759,1.1786,1.1704,1.1772
2017-08-11,1.1772,1.1846,1.1747,1.182
2017-08-14,1.1806,1.184,1.177,1.178
2017-08-15,1.178,1.1794,1.1688,1.1735
2017-08-16,1.1734,1.178,1.1682,1.177
2017-08-17,1.1767,1.179,1.1662,1.1724
2017-08-18,1.1723,1.1775,1.1707,1.1762
2017-08-21,1.175,1.183,1.1731,1.1816
2017-08-22,1.1815,1.1826,1.1745,1.1762
2017-08-23,1.1763,1.1825,1.174,1.1808
2017-08-24,1.1807,1.1821,1.1784,1.1799
2017-08-25,1.1799,1.1942,1.1773,1.1926
2017-08-28,1.1926,1.1985,1.1917,1.1979
2017-08-29,1.1978,1.2069,1.1944,1.1972
2017-08-30,1.1974,1.1986,1.1881,1.1883
2017-08-31,1.1884,1.1914,1.1823,1.191
2017-09-01,1.1911,1.1981,1.185,1.1859
2017-09-04,1.1858,1.1923,1.1853,1.1896
2017-09-05,1.1896,1.1941,1.1868,1.1914
2017-09-06,1.1914,1.1951,1.1903,1.1917
2017-09-07,1.1917,1.2061,1.1914,1.2023
2017-09-08,1.2024,1.2094,1.2016,1.2035
2017-09-11,1.2041,1.2041,1.1948,1.1953
2017-09-12,1.1953,1.198,1.1926,1.1967
2017-09-13,1.1968,1.1996,1.1873,1.1886
2017-09-14,1.1884,1.1922,1.1837,1.1919
2017-09-15,1.1919,1.1988,1.1901,1.1943
2017-09-18,1.1949,1.1971,1.1915,1.1954
2017-09-19,1.1955,1.2008,1.195,1.1994
2017-09-20,1.1994,1.2033,1.1862,1.1893
2017-09-21,1.1894,1.1955,1.1866,1.1941
2017-09-22,1.1942,1.2006,1.1937,1.1954
2017-09-25,1.1953,1.1962,1.1833,1.1848
2017-09-26,1.1848,1.1863,1.1758,1.1793
2017-09-27,1.1793,1.1797,1.1717,1.1744
2017-09-28,1.1746,1.1805,1.1721,1.1786
2017-09-29,1.1787,1.1834,1.1773,1.1814
2017-10-02,1.1818,1.1818,1.173,1.1732
2017-10-03,1.1733,1.1775,1.1696,1.1744
2017-10-04,1.1742,1.1789,1.1734,1.1759
2017-10-05,1.1758,1.178,1.1698,1.1711
2017-10-06,1.171,1.1739,1.1668,1.1734
2017-10-09,1.1728,1.1757,1.1717,1.174
2017-10-10,1.1738,1.1825,1.1738,1.1806
2017-10-11,1.1808,1.1871,1.1795,1.1859
2017-10-12,1.1862,1.1881,1.1827,1.1831
2017-10-13,1.1829,1.1875,1.1804,1.1823
2017-10-16,1.1825,1.1827,1.178,1.1797
2017-10-17,1.1797,1.1801,1.1734,1.1766
2017-10-18,1.1764,1.1806,1.173,1.1787
2017-10-19,1.1788,1.186,1.1768,1.1852
2017-10-20,1.1853,1.1859,1.1763,1.1785
2017-10-23,1.1773,1.1779,1.1725,1.1749
2017-10-24,1.1749,1.1794,1.1743,1.1761
2017-10-25,1.176,1.1819,1.1752,1.1813
2017-10-26,1.1812,1.1837,1.1639,1.165
2017-10-27,1.165,1.1659,1.1575,1.161
2017-10-30,1.1603,1.166,1.1594,1.1651
2017-10-31,1.1651,1.1663,1.1625,1.1646
2017-11-01,1.1646,1.1659,1.1607,1.1619
2017-11-02,1.1619,1.1689,1.1613,1.1658
2017-11-03,1.166,1.1692,1.1599,1.1609
2017-11-06,1.1609,1.1625,1.1579,1.161
2017-11-07,1.161,1.1618,1.1553,1.1587
2017-11-08,1.1587,1.1612,1.1578,1.1595
2017-11-09,1.1596,1.1657,1.1586,1.1642
2017-11-10,1.1642,1.168,1.1623,1.1665
2017-11-13,1.1666,1.1677,1.1638,1.1667
2017-11-14,1.1667,1.1807,1.166,1.1798
2017-11-15,1.1797,1.1861,1.1784,1.1792
2017-11-16,1.1792,1.1802,1.1756,1.177
2017-11-17,1.1771,1.1823,1.1766,1.1795
2017-11-20,1.1789,1.1808,1.1721,1.1732
2017-11-21,1.1732,1.1759,1.1713,1.1738
2017-11-22,1.1738,1.1829,1.1733,1.1822
2017-11-23,1.1822,1.1856,1.1812,1.1852
2017-11-24,1.185,1.1944,1.1835,1.193
2017-11-27,1.1933,1.1962,1.1896,1.1898
2017-11-28,1.1898,1.1921,1.1827,1.1841
2017-11-29,1.1841,1.1883,1.1816,1.1848
2017-11-30,1.1847,1.1933,1.1809,1.1904
2017-12-01,1.1904,1.1942,1.1851,1.1891
2017-12-04,1.1882,1.189,1.183,1.1866
2017-12-05,1.1866,1.1879,1.1801,1.1826
2017-12-06,1.1825,1.1849,1.178,1.1796
2017-12-07,1.1796,1.1816,1.1772,1.1773
2017-12-08,1.1772,1.1778,1.1729,1.1764
2017-12-11,1.1768,1.1812,1.1761,1.1768
2017-12-12,1.177,1.1794,1.1718,1.1742
2017-12-13,1.1743,1.1832,1.1729,1.1826
2017-12-14,1.1826,1.1863,1.177,1.1778
2017-12-15,1.1778,1.1814,1.1751,1.1754
2017-12-18,1.1753,1.1834,1.1737,1.1782
2017-12-19,1.1782,1.1851,1.1777,1.184
2017-12-20,1.184,1.1903,1.1829,1.1871
2017-12-21,1.1871,1.1889,1.1848,1.1873
2017-12-22,1.1874,1.1878,1.1817,1.1859
2017-12-25,1.185,1.1882,1.1842,1.1869
2017-12-26,1.1867,1.1879,1.1845,1.1859
2017-12-27,1.1859,1.1912,1.1855,1.1888
2017-12-28,1.1888,1.1961,1.1888,1.1943
2017-12-29,1.1943,1.203,1.1937,1.1998
2018-01-01,1.2003,1.2014,1.1995,1.201
2018-01-02,1.2013,1.2084,1.2003,1.2059
2018-01-03,1.2058,1.207,1.2001,1.2014
2018-01-04,1.2015,1.209,1.2004,1.2068
2018-01-05,1.2068,1.2085,1.2021,1.203
2018-01-08,1.2029,1.2054,1.1956,1.1967
2018-01-09,1.1967,1.1977,1.1916,1.1937
2018-01-10,1.1938,1.2019,1.1923,1.1947
2018-01-11,1.1946,1.206,1.1928,1.2032
2018-01-12,1.2033,1.219,1.2031,1.2187
2018-01-15,1.2198,1.2298,1.2188,1.2263
2018-01-16,1.2265,1.2284,1.2194,1.2261
2018-01-17,1.226,1.2324,1.2176,1.2186
